Class,A1x_1,A1y_1,A1z_1,G1x_1,G1y_1,G1z_1,A2x_1,A2y_1,A2z_1,G2x_1,G2y_1,G2z_1,A3x_1,A3y_1,A3z_1,G3x_1,G3y_1,G3z_1,A4x_1,A4y_1,A4z_1,G4x_1,G4y_1,G4z_1,A1x_2,A1y_2,A1z_2,G1x_2,G1y_2,G1z_2,A2x_2,A2y_2,A2z_2,G2x_2,G2y_2,G2z_2,A3x_2,A3y_2,A3z_2,G3x_2,G3y_2,G3z_2,A4x_2,A4y_2,A4z_2,G4x_2,G4y_2,G4z_2
Calcio,-5.408,9.8292,4.22,9.0932,4.4388,-1.8004,2.1979,7.7141,-8.0828,4.4532,-0.4262,-3.5147,0.5082,-0.5859,0.4145,4.5155,0.9014,-0.2586,0.0122,0.4284,0.5635,-1.6511,0.2804,0.1479,-4.2248,9.1154,1.5472,9.165,12.3397,24.8997,3.6631,10.1466,1.8004,6.5888,4.0606,-1.8627,0.3959,1.2425,0.3629,-4.9375,-8.1951,0.5869,-0.2208,-1.3154,0.5417,-0.7338,-0.0234,-0.4768
Calcio,-4.2248,9.1154,1.5472,9.165,12.3397,24.8997,3.6631,10.1466,1.8004,6.5888,4.0606,-1.8627,0.3959,1.2425,0.3629,-4.9375,-8.1951,0.5869,-0.2208,-1.3154,0.5417,-0.7338,-0.0234,-0.4768,-1.5855,9.2065,2.122,33.0735,2.4181,-6.3973,0.8763,8.4994,-3.3232,-1.4557,1.2881,-4.774,0.3794,0.5465,0.1304,1.5373,-2.6223,0.2118,0.4379,1.8667,-0.1548,-0.862,-0.248,-4.2165
Calcio,-1.5855,9.2065,2.122,33.0735,2.4181,-6.3973,0.8763,8.4994,-3.3232,-1.4557,1.2881,-4.774,0.3794,0.5465,0.1304,1.5373,-2.6223,0.2118,0.4379,1.8667,-0.1548,-0.862,-0.248,-4.2165,-2.5004,8.9813,1.5089,-4.1611,-3.9025,0.8236,1.5371,9.2703,-2.3942,5.4157,-3.7158,-6.6894,0.3139,0.6455,0.1591,-1.6714,5.7681,-1.1994,0.3501,1.4729,-0.0506,-0.2703,-2.5382,-4.9029
Calcio,-2.5004,8.9813,1.5089,-4.1611,-3.9025,0.8236,1.5371,9.2703,-2.3942,5.4157,-3.7158,-6.6894,0.3139,0.6455,0.1591,-1.6714,5.7681,-1.1994,0.3501,1.4729,-0.0506,-0.2703,-2.5382,-4.9029,-0.2251,10.4758,1.0825,9.9311,3.0119,-2.0207,1.4796,9.1746,-2.9736,2.6288,3.1508,-8.2361,0.6955,0.4672,0.2038,-0.7338,1.3638,-1.7953,0.2799,0.8626,0.125,-1.7299,-2.2359,-3.7881
Calcio,-0.2251,10.4758,1.0825,9.9311,3.0119,-2.0207,1.4796,9.1746,-2.9736,2.6288,3.1508,-8.2361,0.6955,0.4672,0.2038,-0.7338,1.3638,-1.7953,0.2799,0.8626,0.125,-1.7299,-2.2359,-3.7881,-1.6286,9.6376,0.503,7.3741,2.6767,-2.2889,2.0303,8.7245,-3.7685,2.2984,6.3877,-8.8585,0.7157,1.4484,0.1602,-0.7162,0.8306,-1.765,0.1203,0.1415,0.2022,-1.3564,-1.3441,-2.5403
Calcio,-1.6286,9.6376,0.503,7.3741,2.6767,-2.2889,2.0303,8.7245,-3.7685,2.2984,6.3877,-8.8585,0.7157,1.4484,0.1602,-0.7162,0.8306,-1.765,0.1203,0.1415,0.2022,-1.3564,-1.3441,-2.5403,1.3412,9.3597,-0.7999,7.5034,6.4691,4.9033,1.0008,9.1219,-3.4381,4.9416,10.319,-9.2464,0.3118,0.232,-0.0979,1.2888,2.4967,-2.1838,-0.2788,1.0898,-0.0569,-1.8214,-2.0188,-0.3719
Calcio,1.3412,9.3597,-0.7999,7.5034,6.4691,4.9033,1.0008,9.1219,-3.4381,4.9416,10.319,-9.2464,0.3118,0.232,-0.0979,1.2888,2.4967,-2.1838,-0.2788,1.0898,-0.0569,-1.8214,-2.0188,-0.3719,-3.5973,7.9946,-1.9879,10.2232,7.9966,4.3718,2.8443,9.0453,-1.901,3.0119,10.4866,-6.7086,0.3485,-0.3884,-0.2059,1.6857,1.3351,-2.634,-0.2591,0.3358,0.0133,-0.9679,-1.2435,-0.1155
Calcio,-3.5973,7.9946,-1.9879,10.2232,7.9966,4.3718,2.8443,9.0453,-1.901,3.0119,10.4866,-6.7086,0.3485,-0.3884,-0.2059,1.6857,1.3351,-2.634,-0.2591,0.3358,0.0133,-0.9679,-1.2435,-0.1155,-0.9101,9.0771,-0.5556,6.5218,8.7101,3.4716,1.7142,10.2328,-2.2266,2.9832,10.137,-4.8746,0.1032,0.5204,-0.157,1.4346,-0.2224,-1.7038,-0.2474,0.4028,-0.0718,-0.5257,-0.4092,-0.2559
Calcio,-0.9101,9.0771,-0.5556,6.5218,8.7101,3.4716,1.7142,10.2328,-2.2266,2.9832,10.137,-4.8746,0.1032,0.5204,-0.157,1.4346,-0.2224,-1.7038,-0.2474,0.4028,-0.0718,-0.5257,-0.4092,-0.2559,-1.1257,8.9047,-1.0299,4.0606,8.7867,1.6664,2.1117,9.1363,-1.2019,4.2521,10.1897,-5.3486,-0.0133,-0.2139,-0.0192,1.094,1.1302,-1.1419,0.0474,0.6396,-0.215,-0.6204,-0.9557,0.3155
Calcio,-1.1257,8.9047,-1.0299,4.0606,8.7867,1.6664,2.1117,9.1363,-1.2019,4.2521,10.1897,-5.3486,-0.0133,-0.2139,-0.0192,1.094,1.1302,-1.1419,0.0474,0.6396,-0.215,-0.6204,-0.9557,0.3155,0.57,9.9968,-1.0251,3.4524,9.8067,1.0918,2.624,8.7484,-3.5626,-2.3703,10.4291,-4.1611,-0.0452,-0.3661,-0.05,0.9924,0.7801,-0.9099,-0.2198,-0.5853,-0.0027,-0.5757,-1.1563,0.2975
Calcio,0.57,9.9968,-1.0251,3.4524,9.8067,1.0918,2.624,8.7484,-3.5626,-2.3703,10.4291,-4.1611,-0.0452,-0.3661,-0.05,0.9924,0.7801,-0.9099,-0.2198,-0.5853,-0.0027,-0.5757,-1.1563,0.2975,-2.419,9.7142,-0.0287,5.5737,10.8218,0.4501,2.399,9.0884,-2.332,0.8523,9.8833,-2.7869,0.1197,-0.9126,-0.2863,0.9961,0.165,-0.0612,-0.191,-0.737,-0.1804,-0.1878,-0.4119,-0.0713
Fine,-2.419,9.7142,-0.0287,5.5737,10.8218,0.4501,2.399,9.0884,-2.332,0.8523,9.8833,-2.7869,0.1197,-0.9126,-0.2863,0.9961,0.165,-0.0612,-0.191,-0.737,-0.1804,-0.1878,-0.4119,-0.0713,-1.9112,9.0963,0.7951,0.3352,7.8578,0.8619,2.0973,8.9974,-1.8196,-0.0575,9.2656,-3.711,0.3597,0.1522,-0.1511,0.5135,-0.5662,-0.4055,-0.0857,-0.5316,-0.1841,0.0341,-0.3735,-0.1655
Inizio,2.1172,7.6497,-1.2119,1.7765,9.3709,-0.565,1.719,9.2847,-1.6616,1.9872,11.4586,-1.2737,-0.8732,0.571,-0.0772,0.0005,0.4129,-0.0362,0.0857,-0.0686,0.0575,-0.0096,-0.7226,0.0463,4.1434,9.1298,-2.7399,3.1316,8.576,-0.3831,0.4022,9.4379,-1.1684,4.7501,16.0028,-1.8292,-1.7618,-0.9184,0.1256,0.1974,-0.24,0.2506,0.3453,0.4805,0.0117,0.9956,0.978,-0.7019
Calcio,4.1434,9.1298,-2.7399,3.1316,8.576,-0.3831,0.4022,9.4379,-1.1684,4.7501,16.0028,-1.8292,-1.7618,-0.9184,0.1256,0.1974,-0.24,0.2506,0.3453,0.4805,0.0117,0.9956,0.978,-0.7019,-3.9805,10.1357,-1.8681,3.7589,7.3837,2.9592,1.0247,7.1491,-3.9696,-0.4118,11.5496,-4.1563,-0.3858,-1.9257,-0.3171,-1.6006,0.1155,0.0995,0.5954,-0.8349,0.0011,1.135,-0.8487,1.0935
Calcio,-3.9805,10.1357,-1.8681,3.7589,7.3837,2.9592,1.0247,7.1491,-3.9696,-0.4118,11.5496,-4.1563,-0.3858,-1.9257,-0.3171,-1.6006,0.1155,0.0995,0.5954,-0.8349,0.0011,1.135,-0.8487,1.0935,6.821,15.5149,7.8221,12.4451,5.8131,5.3965,1.1923,10.0221,-3.7206,-2.1931,3.0071,-14.2551,-0.6779,-1.6128,-0.3411,-4.4511,-0.8822,0.9716,0.1799,-1.2004,-0.017,2.1955,1.8475,3.9259
Calcio,6.821,15.5149,7.8221,12.4451,5.8131,5.3965,1.1923,10.0221,-3.7206,-2.1931,3.0071,-14.2551,-0.6779,-1.6128,-0.3411,-4.4511,-0.8822,0.9716,0.1799,-1.2004,-0.017,2.1955,1.8475,3.9259,-3.2045,8.761,0.1677,3.7589,10.5489,9.232,6.1914,8.8681,-3.6919,5.1427,-2.5139,-8.8777,-0.5912,-4.051,-0.8934,-4.1888,-3.3257,2.1801,0.0686,-1.0009,0.1751,2.9149,3.2501,5.1684
Calcio,-3.2045,8.761,0.1677,3.7589,10.5489,9.232,6.1914,8.8681,-3.6919,5.1427,-2.5139,-8.8777,-0.5912,-4.051,-0.8934,-4.1888,-3.3257,2.1801,0.0686,-1.0009,0.1751,2.9149,3.2501,5.1684,-0.388,5.111,10.6483,10.4914,8.9256,6.3015,4.5346,8.1451,-5.5019,5.114,-8.7963,-2.5187,-0.0468,-0.8402,-0.4741,-3.4795,-2.7665,2.858,-0.8721,-2.3466,0.422,0.6614,5.0583,3.3587
Calcio,-0.388,5.111,10.6483,10.4914,8.9256,6.3015,4.5346,8.1451,-5.5019,5.114,-8.7963,-2.5187,-0.0468,-0.8402,-0.4741,-3.4795,-2.7665,2.858,-0.8721,-2.3466,0.422,0.6614,5.0583,3.3587,-2.8165,9.5418,4.3685,7.1491,4.3048,1.9201,2.1117,9.7109,1.6137,2.1117,-7.8626,-10.9176,0.0394,-1.4596,-0.4321,-0.7726,-3.3582,1.8007,-1.0259,-1.9294,0.0702,-1.4755,-0.5252,4.6177
Calcio,-2.8165,9.5418,4.3685,7.1491,4.3048,1.9201,2.1117,9.7109,1.6137,2.1117,-7.8626,-10.9176,0.0394,-1.4596,-0.4321,-0.7726,-3.3582,1.8007,-1.0259,-1.9294,0.0702,-1.4755,-0.5252,4.6177,0.6754,8.7131,5.9349,8.0876,0.7183,-2.6528,0.9625,9.1937,-1.6424,-57.6332,-56.5223,-35.1086,0.216,-0.5992,-0.7992,3.9142,-3.0666,1.5399,-0.099,-0.9823,-0.4017,-3.2464,5.6367,1.0467
Calcio,0.6754,8.7131,5.9349,8.0876,0.7183,-2.6528,0.9625,9.1937,-1.6424,-57.6332,-56.5223,-35.1086,0.216,-0.5992,-0.7992,3.9142,-3.0666,1.5399,-0.099,-0.9823,-0.4017,-3.2464,5.6367,1.0467,-7.1803,15.1892,-0.0719,5.3917,-5.5115,8.4324,2.4612,8.8538,-0.3783,3.3088,-4.8171,-7.3885,0.3884,0.9504,0.7827,2.9867,-6.7323,1.4692,-0.0372,-1.3484,0.7322,-2.9016,1.0068,-1.8267
Calcio,-7.1803,15.1892,-0.0719,5.3917,-5.5115,8.4324,2.4612,8.8538,-0.3783,3.3088,-4.8171,-7.3885,0.3884,0.9504,0.7827,2.9867,-6.7323,1.4692,-0.0372,-1.3484,0.7322,-2.9016,1.0068,-1.8267,-0.0287,7.0701,2.8261,53.2854,25.5701,-41.9273,4.7214,6.5984,-8.418,5.7892,6.7612,-4.9512,0.4906,1.1345,-0.016,3.1538,-4.3287,3.6865,0.5736,2.2971,-0.4949,0.5523,3.8254,-4.979
Calcio,-0.0287,7.0701,2.8261,53.2854,25.5701,-41.9273,4.7214,6.5984,-8.418,5.7892,6.7612,-4.9512,0.4906,1.1345,-0.016,3.1538,-4.3287,3.6865,0.5736,2.2971,-0.4949,0.5523,3.8254,-4.979,0.9915,9.7094,2.7974,-7.1539,-4.774,7.7093,-1.8292,8.8442,-4.4245,10.6686,-1.1827,-6.9432,0.224,0.7934,0.1681,-2.8968,-6.6551,0.5215,-0.0745,1.1472,-0.2426,0.4012,-2.2285,-3.0639
Calcio,0.9915,9.7094,2.7974,-7.1539,-4.774,7.7093,-1.8292,8.8442,-4.4245,10.6686,-1.1827,-6.9432,0.224,0.7934,0.1681,-2.8968,-6.6551,0.5215,-0.0745,1.1472,-0.2426,0.4012,-2.2285,-3.0639,-1.3125,9.9154,2.2561,15.6341,2.7485,-0.2203,2.7102,9.165,-1.0822,8.169,-4.1611,-7.355,0.3624,1.2228,0.3092,-2.5653,4.88,-2.8697,0.3565,1.0382,-0.0484,-0.9764,-2.3088,-4.2298
Calcio,-1.3125,9.9154,2.2561,15.6341,2.7485,-0.2203,2.7102,9.165,-1.0822,8.169,-4.1611,-7.355,0.3624,1.2228,0.3092,-2.5653,4.88,-2.8697,0.3565,1.0382,-0.0484,-0.9764,-2.3088,-4.2298,0.273,9.695,1.8394,8.9304,2.624,-0.68,1.4222,8.916,-5.387,3.3423,4.4867,-8.8825,0.746,-0.2618,0.3076,-1.4032,-0.7939,-1.7773,0.364,0.8141,-0.0122,-1.0743,-1.1323,-3.3241
Calcio,0.273,9.695,1.8394,8.9304,2.624,-0.68,1.4222,8.916,-5.387,3.3423,4.4867,-8.8825,0.746,-0.2618,0.3076,-1.4032,-0.7939,-1.7773,0.364,0.8141,-0.0122,-1.0743,-1.1323,-3.3241,-2.0406,8.5742,-0.7329,8.1211,4.7645,1.4557,1.2929,8.9974,-4.0558,2.9544,7.0294,-9.505,-0.1373,2.1061,-0.2464,0.8892,3.5699,-2.511,0.1905,0.8913,-0.2778,-1.1792,-1.7044,-1.1733
Calcio,-2.0406,8.5742,-0.7329,8.1211,4.7645,1.4557,1.2929,8.9974,-4.0558,2.9544,7.0294,-9.505,-0.1373,2.1061,-0.2464,0.8892,3.5699,-2.511,0.1905,0.8913,-0.2778,-1.1792,-1.7044,-1.1733,-2.1699,9.24,0.8622,6.3638,7.0677,4.9752,1.2019,8.4707,-4.142,2.15,8.5712,-8.8729,0.4432,0.738,-0.4166,1.0137,0.0181,-2.2865,0.0399,0.7375,-0.1383,-1.267,-0.82,-0.7295
Calcio,-2.1699,9.24,0.8622,6.3638,7.0677,4.9752,1.2019,8.4707,-4.142,2.15,8.5712,-8.8729,0.4432,0.738,-0.4166,1.0137,0.0181,-2.2865,0.0399,0.7375,-0.1383,-1.267,-0.82,-0.7295,-1.0251,8.5215,-1.231,5.7557,8.1259,1.4365,2.1691,9.3278,-2.4517,1.9058,7.944,-5.9951,0.4459,0.8402,0.041,1.0509,0.9057,-2.3376,-0.2251,0.4161,-0.1495,-1.2441,-0.4491,-0.0846
Calcio,-1.0251,8.5215,-1.231,5.7557,8.1259,1.4365,2.1691,9.3278,-2.4517,1.9058,7.944,-5.9951,0.4459,0.8402,0.041,1.0509,0.9057,-2.3376,-0.2251,0.4161,-0.1495,-1.2441,-0.4491,-0.0846,-2.5866,9.149,-0.6131,7.5944,9.2081,2.4229,2.9449,8.9208,-2.9113,2.3942,10.1562,-4.4867,0.2756,0.2884,-0.3837,0.9073,0.0261,-1.21,-0.0271,0.4342,-0.1729,-0.9679,-0.9876,-0.6774
Calcio,-2.5866,9.149,-0.6131,7.5944,9.2081,2.4229,2.9449,8.9208,-2.9113,2.3942,10.1562,-4.4867,0.2756,0.2884,-0.3837,0.9073,0.0261,-1.21,-0.0271,0.4342,-0.1729,-0.9679,-0.9876,-0.6774,-0.3545,9.1202,-0.5556,3.7541,8.3606,2.648,3.486,9.0022,-2.6432,0.5794,9.4475,-4.8123,0.3528,0.0176,-0.1612,1.3457,1.416,-1.1855,0.1144,0.3868,-0.1644,-0.7705,0.0676,0.1219
Calcio,-0.3545,9.1202,-0.5556,3.7541,8.3606,2.648,3.486,9.0022,-2.6432,0.5794,9.4475,-4.8123,0.3528,0.0176,-0.1612,1.3457,1.416,-1.1855,0.1144,0.3868,-0.1644,-0.7705,0.0676,0.1219,-0.7377,9.1825,-1.2454,3.5578,9.596,0.7709,1.8148,8.8298,-2.6815,1.3216,9.4427,-3.9409,-0.1373,0.6609,-0.249,1.0557,0.8546,-0.3618,0.0607,-0.0803,-0.1719,-0.4049,0.0777,-0.2724
Fine,-0.7377,9.1825,-1.2454,3.5578,9.596,0.7709,1.8148,8.8298,-2.6815,1.3216,9.4427,-3.9409,-0.1373,0.6609,-0.249,1.0557,0.8546,-0.3618,0.0607,-0.0803,-0.1719,-0.4049,0.0777,-0.2724,-0.9867,9.6855,-1.4035,2.4804,9.8019,0.0575,0.6321,9.1842,-3.2753,-0.5124,9.2512,-3.6871,0.2719,0.0553,-0.506,0.9179,1.2036,-0.2581,0.2469,0.008,-0.2187,-0.2214,-0.472,-0.0905
Inizio,4.8619,12.8229,-1.619,2.3032,9.0118,-1.0487,0.8523,8.9208,-1.5131,9.9982,14.7531,-0.5507,-0.9365,0.1266,-0.4337,0.083,0.1389,0.3443,1.0153,0.5177,0.133,1.1084,0.7471,-0.7881,-0.1437,5.9971,-3.2668,5.1619,7.1682,3.1747,4.6639,5.861,-9.6726,-0.4836,11.5879,-5.3103,-1.0786,-3.0373,-0.4124,-1.6198,-0.1171,0.1628,0.2506,-0.2751,-0.0229,0.9488,0.2512,0.8333
Calcio,-0.1437,5.9971,-3.2668,5.1619,7.1682,3.1747,4.6639,5.861,-9.6726,-0.4836,11.5879,-5.3103,-1.0786,-3.0373,-0.4124,-1.6198,-0.1171,0.1628,0.2506,-0.2751,-0.0229,0.9488,0.2512,0.8333,4.2967,16.2191,6.548,7.4843,8.2217,5.8083,1.6328,8.576,-3.9409,-0.7135,15.5049,-16.5248,-1.2813,-1.649,-0.7024,-3.0171,0.3975,0.2618,-0.0921,0.1767,0.0112,3.206,-0.5475,2.6909
Calcio,4.2967,16.2191,6.548,7.4843,8.2217,5.8083,1.6328,8.576,-3.9409,-0.7135,15.5049,-16.5248,-1.2813,-1.649,-0.7024,-3.0171,0.3975,0.2618,-0.0921,0.1767,0.0112,3.206,-0.5475,2.6909,-0.3736,10.8686,4.9481,8.0637,12.2248,9.6103,3.2465,9.2608,-3.8164,2.7629,-3.2753,-7.4316,-0.7529,-4.4942,-0.5965,-5.1184,-2.9165,2.2407,-0.3533,-1.102,-0.0484,2.9538,2.2604,6.1491
Calcio,-0.3736,10.8686,4.9481,8.0637,12.2248,9.6103,3.2465,9.2608,-3.8164,2.7629,-3.2753,-7.4316,-0.7529,-4.4942,-0.5965,-5.1184,-2.9165,2.2407,-0.3533,-1.102,-0.0484,2.9538,2.2604,6.1491,-3.6644,9.5944,1.8825,6.4643,9.9407,13.1729,5.0518,7.1682,-5.7796,1.312,-6.3446,-3.4237,0.3219,-1.2499,-1.3015,-5.2232,-2.4099,1.9018,-0.7402,-1.8118,0.1841,3.0293,3.7173,4.7278
Calcio,-3.6644,9.5944,1.8825,6.4643,9.9407,13.1729,5.0518,7.1682,-5.7796,1.312,-6.3446,-3.4237,0.3219,-1.2499,-1.3015,-5.2232,-2.4099,1.9018,-0.7402,-1.8118,0.1841,3.0293,3.7173,4.7278,3.262,8.7562,3.8177,9.3374,4.6352,4.3479,3.1556,7.4268,-1.6376,3.984,-11.813,-4.8794,0.4225,-1.7693,-0.4331,-2.6664,-3.3571,1.6618,-1.5112,-2.1556,-0.133,0.9504,2.1758,4.168
Calcio,3.262,8.7562,3.8177,9.3374,4.6352,4.3479,3.1556,7.4268,-1.6376,3.984,-11.813,-4.8794,0.4225,-1.7693,-0.4331,-2.6664,-3.3571,1.6618,-1.5112,-2.1556,-0.133,0.9504,2.1758,4.168,-5.7193,8.4305,5.1828,5.3678,5.0326,2.8395,-0.0192,10.568,-0.0718,-0.565,-9.5624,-10.4052,0.2703,-1.3058,-0.0234,-0.7301,-4.4767,1.6203,-1.4122,-2.3253,-0.1719,-0.8301,-0.1543,1.8773
Calcio,-5.7193,8.4305,5.1828,5.3678,5.0326,2.8395,-0.0192,10.568,-0.0718,-0.565,-9.5624,-10.4052,0.2703,-1.3058,-0.0234,-0.7301,-4.4767,1.6203,-1.4122,-2.3253,-0.1719,-0.8301,-0.1543,1.8773,2.6968,15.2754,3.4488,9.6869,3.4429,0.1101,-2.9353,11.3054,1.3695,-2.2984,-31.5652,-22.3427,-0.5204,1.1089,-0.9589,4.2425,-4.2181,0.9482,-0.1272,-0.4342,-0.4917,0.5662,8.4468,-6.9946
Calcio,2.6968,15.2754,3.4488,9.6869,3.4429,0.1101,-2.9353,11.3054,1.3695,-2.2984,-31.5652,-22.3427,-0.5204,1.1089,-0.9589,4.2425,-4.2181,0.9482,-0.1272,-0.4342,-0.4917,0.5662,8.4468,-6.9946,-9.513,11.1129,1.8106,-2.4229,-10.3477,3.7302,7.5561,8.9687,-0.5219,14.7722,3.9456,-1.8483,0.0846,0.9083,0.3847,2.6893,-1.6256,0.0612,-0.1713,-0.63,0.6024,0.0654,1.5277,-1.5516
Calcio,-9.513,11.1129,1.8106,-2.4229,-10.3477,3.7302,7.5561,8.9687,-0.5219,14.7722,3.9456,-1.8483,0.0846,0.9083,0.3847,2.6893,-1.6256,0.0612,-0.1713,-0.63,0.6024,0.0654,1.5277,-1.5516,-0.2347,9.7956,0.7664,10.1035,5.5354,9.4619,0.1437,11.157,1.9393,1.901,5.2481,-1.992,0.3592,2.6505,0.3789,-2.8856,4.6815,-0.9466,0.3581,0.687,0.0777,-0.3549,-0.6263,-1.0834
Calcio,-0.2347,9.7956,0.7664,10.1035,5.5354,9.4619,0.1437,11.157,1.9393,1.901,5.2481,-1.992,0.3592,2.6505,0.3789,-2.8856,4.6815,-0.9466,0.3581,0.687,0.0777,-0.3549,-0.6263,-1.0834,-1.5041,9.2496,2.5052,3.893,-6.3829,6.9001,-0.4214,9.2416,-1.8818,10.0221,-5.3774,-7.604,-0.0383,1.0839,0.1293,-2.2508,-7.5901,0.3363,0.282,2.1684,-0.2033,-0.1453,-2.9452,-5.3499
Calcio,-1.5041,9.2496,2.5052,3.893,-6.3829,6.9001,-0.4214,9.2416,-1.8818,10.0221,-5.3774,-7.604,-0.0383,1.0839,0.1293,-2.2508,-7.5901,0.3363,0.282,2.1684,-0.2033,-0.1453,-2.9452,-5.3499,-1.1161,10.016,1.8298,-6.292,-2.4325,3.7062,-1.9106,9.7588,-2.2889,7.3023,-3.7685,-6.1435,0.1517,0.8647,0.3826,-1.8917,4.1553,-0.8503,0.2794,1.1079,0.1075,-0.8663,-2.5962,-6.52
Calcio,-1.1161,10.016,1.8298,-6.292,-2.4325,3.7062,-1.9106,9.7588,-2.2889,7.3023,-3.7685,-6.1435,0.1517,0.8647,0.3826,-1.8917,4.1553,-0.8503,0.2794,1.1079,0.1075,-0.8663,-2.5962,-6.52,2.51,10.3082,3.6692,8.9926,4.6256,0.9385,-1.0487,8.6862,-4.4341,2.9305,6.3638,-9.6438,0.6173,1.3122,0.2011,-1.9231,1.9326,-1.8741,0.191,0.5374,0.0942,-1.4011,-1.7145,-3.6609
Calcio,2.51,10.3082,3.6692,8.9926,4.6256,0.9385,-1.0487,8.6862,-4.4341,2.9305,6.3638,-9.6438,0.6173,1.3122,0.2011,-1.9231,1.9326,-1.8741,0.191,0.5374,0.0942,-1.4011,-1.7145,-3.6609,1.4466,10.8973,1.4131,5.1619,6.9671,5.5785,0.3831,8.7532,-3.0646,4.458,9.1602,-10.9654,0.5231,0.2788,-0.3358,1.3665,3.0245,-2.4163,0.0394,0.19,0.0059,-1.218,-2.0667,-0.5747
Calcio,1.4466,10.8973,1.4131,5.1619,6.9671,5.5785,0.3831,8.7532,-3.0646,4.458,9.1602,-10.9654,0.5231,0.2788,-0.3358,1.3665,3.0245,-2.4163,0.0394,0.19,0.0059,-1.218,-2.0667,-0.5747,-2.3854,8.6077,-2.4381,10.3238,6.7038,5.5019,4.525,9.1075,-4.5586,4.4628,9.9359,-8.9783,1.1408,0.7333,-0.0176,1.6937,2.866,-2.9144,-0.017,0.1463,0.0351,-1.3058,-2.0529,0.1564
Calcio,-2.3854,8.6077,-2.4381,10.3238,6.7038,5.5019,4.525,9.1075,-4.5586,4.4628,9.9359,-8.9783,1.1408,0.7333,-0.0176,1.6937,2.866,-2.9144,-0.017,0.1463,0.0351,-1.3058,-2.0529,0.1564,-1.0059,8.7131,-0.2826,8.6287,9.2799,3.6057,2.0207,8.4755,-2.9401,4.3718,11.2671,-6.2584,0.9541,0.961,-0.1905,1.4676,-0.2996,-2.5297,-0.3858,0.4188,-0.0819,-2.1178,-0.8461,0.1788
Calcio,-1.0059,8.7131,-0.2826,8.6287,9.2799,3.6057,2.0207,8.4755,-2.9401,4.3718,11.2671,-6.2584,0.9541,0.961,-0.1905,1.4676,-0.2996,-2.5297,-0.3858,0.4188,-0.0819,-2.1178,-0.8461,0.1788,-0.0527,10.2698,-2.5291,5.3151,9.4236,4.6831,0.7949,9.5289,-2.1213,-0.5076,14.3508,-1.8771,0.3257,1.8917,0.315,1.8576,0.6093,-2.3594,-0.4209,0.7678,-0.1112,-0.3789,-0.9674,0.166
Calcio,-0.0527,10.2698,-2.5291,5.3151,9.4236,4.6831,0.7949,9.5289,-2.1213,-0.5076,14.3508,-1.8771,0.3257,1.8917,0.315,1.8576,0.6093,-2.3594,-0.4209,0.7678,-0.1112,-0.3789,-0.9674,0.166,-0.115,9.3358,-2.0932,4.1611,9.7444,2.0734,1.5323,10.4244,-0.4597,3.3854,9.3853,-4.9368,-0.1543,0.2671,-0.3783,2.7989,1.7336,-1.3079,-0.1458,0.5672,-0.1155,-0.331,0.5949,0.0697
Calcio,-0.115,9.3358,-2.0932,4.1611,9.7444,2.0734,1.5323,10.4244,-0.4597,3.3854,9.3853,-4.9368,-0.1543,0.2671,-0.3783,2.7989,1.7336,-1.3079,-0.1458,0.5672,-0.1155,-0.331,0.5949,0.0697,0.7808,9.5992,-2.2896,5.0996,7.4555,1.1396,2.0159,9.5529,-0.4501,-0.498,9.8833,-3.4237,-0.3453,0.0596,0.0676,1.5043,0.8163,-0.7657,0.191,0.6928,-0.1282,-0.3028,-0.1511,0.0532
Fine,0.7808,9.5992,-2.2896,5.0996,7.4555,1.1396,2.0159,9.5529,-0.4501,-0.498,9.8833,-3.4237,-0.3453,0.0596,0.0676,1.5043,0.8163,-0.7657,0.191,0.6928,-0.1282,-0.3028,-0.1511,0.0532,-1.37,8.282,-1.1304,4.5442,9.754,1.0678,2.7102,8.9399,-2.332,1.2163,9.9647,-4.8315,0.6545,0.1548,-0.4842,0.9493,1.9773,0.1618,0.2261,-0.165,-0.1995,-0.2033,-0.1745,-0.2661
Inizio,1.7005,7.7694,0.7664,2.4134,9.1554,-0.929,1.403,9.6199,-1.3886,1.3647,9.5098,-3.6823,-0.8711,-0.0654,-0.0937,-0.0122,0.1522,0.0218,0.2927,0.1862,0.0181,-0.0862,0.0564,-0.0479,-0.0431,10.0735,-2.304,3.0646,9.3087,-0.5219,1.4748,8.7484,-3.7014,1.2115,12.0237,1.7669,-0.8189,-1.1424,0.008,-0.0591,-0.1548,0.1043,0.3421,-0.3501,0.0718,0.3751,0.0197,-0.1894
Calcio,-0.0431,10.0735,-2.304,3.0646,9.3087,-0.5219,1.4748,8.7484,-3.7014,1.2115,12.0237,1.7669,-0.8189,-1.1424,0.008,-0.0591,-0.1548,0.1043,0.3421,-0.3501,0.0718,0.3751,0.0197,-0.1894,-1.3221,12.5547,-0.9101,3.6392,9.074,0.091,2.4852,8.8107,-3.5865,15.6341,23.1376,-0.6321,-0.2746,-0.7093,-0.182,0.0372,-0.4305,0.1139,0.3209,-0.3006,0.0287,1.9449,1.5426,-1.1744
